,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Turnover ratio,Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Number of general manager changes in the month,Employee turnover rate,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Sales percentage to related parties,equity of stock holdings (Major shareholder),tockholding of Directors and Supervisors,Managers shareholding,Reinvestment to assets ratio,Total social responsibility events,Management Internalization ratio,Directors salary,Internal audit variation in the current month,company age,A,F,G,M
1626,-0.010407166966258,-0.0123988267640713,-0.0083927516515324,0.0220513604802711,0.0136365243696467,-0.0795374012600865,-0.0568670856657133,-0.0188220030768824,-0.1119959287066156,-0.0893256131122424,0.0001424584506529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,17.47,3265.0,1.0,1.0,1.0,17.81,146.0,1.0,0.0,0.14,0.0,0.01,0.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,82.15,58566.92,8.97,0.0,0.04,0.12,71.75,0.0,0.34,0.0,725043,0.75,71.31,0,731775,4.29,0,-1.12,-241807,2310837,3920,19374,1828285,20.82,-359884,18507,14.17,15.47,6587012,2547020,121.82,1293682,15.96,4.33,0.0,0.0,3374891,-10.79,6.72,9.49,0,82985,0,602045,-87455,-19621,952368,3308479,112.21,5116340,62.73,7.97,7792480,5741125,2.21,-63417,0,0,0,1.23,2,15.72,26.18,0.38,0.46,0,14.29,0.0,0,8.0,1,0,0,0
1701,-0.0009397387847747,-0.0060956337923307,-0.0133229241632852,-0.0032623941963731,-0.020692738816037,-0.0218149637423449,-0.0130402263762505,-0.0183700834044386,-0.0194923083307465,-0.010717570964652,0.0093015676583425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85,28.96,2653.0,59.0,0.0,3.0,28.96,298.0,170.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,59.0,3.0,11.0,0.0,3.0,171.0,70.96,55437.09,3.56,0.0,0.08,0.11,62.69,0.0,0.0,0.0,-78579,0.88,93.58,-28054,406881,10.03,1416000,4.82,-137084,2072158,12955,-641948,2509883,-3.58,-141020,6826,-2.27,36.22,3913806,6378933,63.18,1927042,19.46,3.97,4.21,4.21,6658093,-1.38,-2.13,7.54,0,319328,93791,1792072,295755,-231853,3752187,840950,169.06,3454990,41.98,6.07,6136603,5841067,0.93,9298,0,0,0,27.86,3,20.87,17.61,0.06,16.17,0,12.5,0.0,0,59.0,0,1,0,0
1702,-0.020927031407594,-0.0424038808499854,-0.0557938137589999,-0.0517882481605371,-0.0632384839567329,-0.0548057774788674,-0.0356114992733335,-0.0323772672037898,-0.0239445607259242,-0.0047502825203903,0.0008354588287357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,26.99,538.0,125.0,127.0,3.0,41.82,294.0,273.0,0.0,0.18,0.0,0.0,0.0,0.0,3.0,252.0,0.0,6.0,155.0,3.0,428.0,58.16,24587.03,0.73,0.0,0.02,0.0,0.0,0.0,14.84,0.0,582202,1.4,144.31,-530114,9962551,9.29,2288642,4.74,-747093,2085843,105417,433911,4077239,8.23,-112208,177047,6.86,26.98,10924436,13118287,50.41,3328790,35.62,9.53,4.93,4.93,13262904,-3.59,3.32,5.77,0,302389,503938,9505822,708607,-573357,4004868,1213622,199.81,8485324,59.54,3.72,14961833,16954895,1.13,336111,0,0,0,0.41,0,36.26,17.62,0.0,0.17,0,25.0,0.0,0,48.0,0,1,0,0
1707,-0.0007884812815896,-0.0056664952205686,-0.0120759396668475,-0.0147516530622856,-0.0219180139868383,-0.0317664582758824,-0.0231224589186655,-0.0079548422061423,-0.0178032864951864,-0.0091592871379696,0.0011906938833827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,10.94,579.0,3.0,1.0,2.0,15.93,148.0,8.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,9.0,84.01,75461.42,1.7,0.0,0.06,0.17,130.33,0.0,5.0,0.0,1292408,2.18,121.3,0,3248615,7.57,0,23.8,-61057,339475,42214,31147,731653,14.41,-1613908,11191,42.8,81.34,1356279,19850358,10.25,4180534,19.1,30.27,4.55,4.55,9164945,5.91,10.84,25.07,0,211692,133936,223121,1729219,-79151,4811362,324454,150.02,3019852,23.68,20.28,7266923,4530329,1.03,14069,0,0,0,14.22,3,17.64,18.46,0.03,10.86,0,16.67,34.03,0,39.0,0,1,0,0
1708,-0.0213533310699715,-0.0349368199796629,-0.0679323008311895,-0.0929615140984888,-0.0892850784096368,-0.0717714836230561,-0.0781077884030273,-0.0176768953811195,-0.0001633005945388,-0.00649960537451,0.0021637044275534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35,28.97,16319.0,1229.0,38.0,8.0,30.05,249.0,6539.0,8.0,1.9,0.0,0.65,0.19,0.0,1.0,1267.0,405.0,0.0,38.0,8.0,6381.0,69.67,782660.87,26.22,0.0,0.28,2.48,19423.84,78.0,1.08,0.0,921357,1.43,55.75,0,1230541,5.46,2542077,25.08,41539,1196272,0,527044,1504511,25.44,-423754,1705,21.15,38.75,3754145,10358442,37.39,838338,21.85,8.7,4.81,4.81,10213108,23.19,12.6,24.19,0,0,9494,3062031,1537184,-309273,4586410,777068,101.64,4355620,50.67,18.91,6129667,4427249,1.49,86655,0,0,0,5.67,0,20.74,11.89,0.13,2.8,0,9.09,0.0,0,35.0,1,0,0,0
1709,-0.0127562782978803,-0.0304148392209546,-0.0453888754599364,-0.0436951043109686,-0.0843488642745103,-0.0878858394662061,-0.0863118785453641,-0.053410038261422,-0.0569470134531178,-0.0553730525322758,-0.0003017792242994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,29.35,5019.0,243.0,-8.0,3.0,29.9,477.0,877.0,0.0,0.24,0.0,0.01,0.0,0.0,-1.0,235.0,10.0,1.0,-8.0,3.0,869.0,70.04,121998.34,4.21,0.0,0.06,0.2,243.07,2.0,0.55,0.0,532175,1.38,71.42,0,1576910,7.45,886,11.45,235260,1429696,93996,19522,3913040,12.04,419506,5555,11.62,20.34,6439509,10732860,66.44,719544,21.0,8.31,7.56,7.56,5977972,17.0,7.72,14.72,0,53044,357498,644846,925771,-24777,2678876,624958,159.13,4579579,39.38,11.63,8083775,7287621,0.74,892,0,0,0,17.53,4,19.17,18.65,0.13,10.63,0,0.0,0.0,0,35.0,0,1,0,0
1710,-0.0104210193124654,-0.0225542236760956,-0.0206453454273851,-0.0248467282617746,-0.0458777646440953,-0.0579853723786511,-0.0419880280257874,-0.031452055694786,-0.0435596634293418,-0.0275623190764782,0.0031113335340496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,44.95,7846.0,-50.0,-26.0,-2.0,48.54,886.0,-490.0,0.0,0.07,0.0,0.05,0.0,0.0,-1.0,-76.0,111.0,20.0,-26.0,-2.0,-460.0,51.38,132254.53,3.54,0.0,0.08,1.41,1871.05,1.0,3.4,0.19,-767395,1.31,48.8,-124373,2691910,0.0,9499462,-5.22,-1231180,1120957,43687,75330,1259413,-7.35,2870600,30719,-7.66,-0.16,16988376,15366947,16.76,858197,0.0,18.4,4.03,4.03,28121870,1.02,-3.23,-7.78,0,150533,9584,10537343,-886021,-1546172,3181456,1216352,66.22,10017898,59.14,-6.97,16960552,6634135,1.51,31310,0,0,0,62.88,6,35.74,10.44,0.09,25.69,0,0,0.0,0,34.0,0,1,0,0
1711,-0.0005766441850366,-0.0209226753562046,-0.0412210946308302,-0.0338250281686656,-0.0687914174881692,-0.0774628835620881,-0.0606076661733206,-0.0355430335045401,-0.0442144995784591,-0.0273592821896915,0.0032032420079265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,33.12,14011.0,509.0,-5.0,5.0,33.49,548.0,1842.0,0.0,0.32,0.0,0.09,0.0,0.0,-2.0,504.0,117.0,0.0,-7.0,5.0,1812.0,66.45,276249.28,10.23,0.0,0.06,0.84,2306.84,0.0,0.37,0.0,442915,1.19,99.12,0,1339736,19.92,1100000,4.62,68634,1784506,97067,-511028,3859583,-1.91,-244143,3321,13.79,22.44,5403058,9914311,65.16,1241304,19.03,5.12,2.76,2.76,6289350,-1.8,-1.23,6.05,0,276303,241184,1667944,321737,-284283,2306502,499232,225.79,3212544,36.04,4.9,6966099,7253641,1.46,-24506,0,0,0,12.41,0,14.93,16.0,0.08,7.93,0,6.67,0.0,0,33.0,0,1,0,0
1712,-0.0003359054468416,-0.0227670848444937,-0.018348512427191,-0.025456833663935,-0.0453848466695382,-0.0419350422831214,-0.0405241416230967,-0.0202639184524448,-0.016814114066028,-0.0154032134060033,-0.0011773654823537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.05,44.33,1959.0,229.0,-5.0,21.0,44.65,420.0,12377.0,0.0,0.3,0.0,0.19,0.0,0.0,-1.0,224.0,198.0,0.0,-5.0,21.0,12514.0,55.32,68787.74,1.86,0.0,0.03,10.11,6952.51,0.0,0.33,0.0,1145487,1.99,79.76,0,1746991,7.9,230000,8.77,-228056,3558004,0,73251,3311891,19.02,-951272,9176,16.34,28.29,12916542,16273040,83.36,3515865,19.69,8.13,4.65,4.65,6990118,17.1,8.99,9.84,0,150721,730799,2048295,1580461,-429911,3747274,2479864,147.05,7011997,52.37,7.91,18012868,10311207,1.39,375717,0,0,0,1.86,0,6.54,14.85,0.3,0.89,0,0,61.2,0,32.0,0,1,0,0
1713,-0.00098790581221,-0.0085025154017392,-0.012870672812836,-0.0207422487293782,-0.0360943871676141,-0.0426237400605573,-0.031870560936029,-0.0163400442504459,-0.0228693971433891,-0.0121162180188608,0.0003983525445064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3400.0,1.0,2.0,1.0,10.0,151.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,3.0,89.97,80084.28,9.01,0.0,0.03,0.0,0.0,0.0,6.67,0.0,80676,1.46,638.84,0,167263,14.54,0,1.89,46524,93383,0,-1493,306554,8.39,-128309,1001,150.34,13.84,404697,3660562,15.97,56153,1.56,5.24,3.51,3.51,2014787,5.66,7.88,45.05,0,0,1063,111833,8859,-16925,944113,15877,1219.46,53663,6.2,44.35,469709,654400,0,0,0,0,0,66.92,0,47.51,12.98,1.12,62.77,0,0,0.0,0,31.0,0,0,0,1
1714,-0.0140280910639519,-0.0244380985962945,-0.0224214450274794,-0.0238067103799081,-0.0843418984012104,-0.073730194436155,-0.0590602053137605,-0.0745632790852542,-0.0639515751201988,-0.0492815859978043,0.0013653052820536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,32.16,12166.0,236.0,-1.0,1.0,32.25,1017.0,236.0,0.0,0.06,0.0,0.0,0.0,0.0,-1.0,235.0,0.0,0.0,-1.0,1.0,235.0,67.69,108316.33,4.79,0.0,0.06,0.0,0.0,0.0,0.09,0.0,-426187,0.69,223.0,-78973,5511908,7.6,1205033,3.6,233911,4356752,361361,596299,2570709,6.68,-351410,67143,-8.63,9.01,15637539,8978556,39.9,929061,26.15,6.21,4.76,4.76,10780184,4.23,4.63,4.25,0,60704,675579,2755804,619330,-448850,2654965,1760135,289.05,4939892,30.71,3.14,17185684,14278923,2.05,300332,0,0,0,19.19,0,25.55,10.01,0,13.29,0,33.33,0.0,0,30.0,0,1,0,0
1717,-0.013159842846014,-0.0351716055395553,-0.0435991355649741,-0.0356562905928201,-0.0632382712293105,-0.0627251335653705,-0.0574194946055288,-0.0407418234825043,-0.0402286858185643,-0.0349230468587226,0.0021963280682775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,38.24,8275.0,246.0,12.0,3.0,38.9,1240.0,626.0,0.0,0.09,1.0,0.02,0.0,1.0,3.0,259.0,70.0,0.0,40.0,3.0,679.0,61.09,261886.37,2.67,1.0,0.02,0.85,2215.35,3.0,0.61,0.05,4501146,1.53,122.77,0,7542203,9.97,6551112,7.18,-587149,17883720,251074,580299,10303772,11.51,612835,73746,21.18,20.86,29475354,37580454,113.22,5092375,22.4,2.62,4.95,4.95,24146506,2.36,4.67,7.87,0,1167894,173960,15486894,2675376,-2034096,13059272,4935026,176.42,21246955,59.6,6.1,37243105,37484635,1.15,172851,0,0,0,18.63,1,18.72,15.95,0.14,7.53,0,0,0.0,0,27.0,0,1,0,0
1718,-0.0195088465478194,-0.0436984942616183,-0.0590176205386199,-0.067794119082847,-0.0953283109391273,-0.1132746847928829,-0.0997632799503218,-0.0470430384040998,-0.0649894122578554,-0.0514780074152943,0.0017965998131619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,30.47,30963.0,918.0,15.0,3.0,30.99,1686.0,1279.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,933.0,12.0,0.0,15.0,3.0,1297.0,68.99,239291.35,7.35,0.0,0.02,0.04,92.74,0.0,0.52,0.0,5515968,0.61,10.16,-1136802,20447386,3.03,6723606,13.75,653058,13872037,248718,-1232612,1647642,1.6,-3440162,0,0.75,39.62,14978106,13708879,21.54,6418506,29.12,2.35,0.0,0.0,197578245,7.08,0.14,13.57,0,0,752716,29571492,3411231,-380518,4398574,1139825,86.87,730844165,91.34,9.62,24807843,634899977,0.58,142016,0,0,0,229.58,0,28.16,5.71,0,19.87,0,0,0.0,0,58.0,0,1,0,0
1720,-0.0130005634518137,-0.0106324606509603,-0.0071169468534859,-0.0397503860970356,-0.0276453498261265,-0.0254815973619602,-0.0229761493797019,-0.0008955271809046,0.0012682252832616,0.0037736732655199,0.0047691302262891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.35,36.88,556.0,259.0,0.0,2.0,36.89,179.0,303.0,0.0,0.34,0.0,0.01,0.0,0.0,0.0,259.0,6.0,0.0,0.0,2.0,303.0,62.99,25674.47,1.24,0.0,0.12,1.08,277.06,2.0,0.01,0.0,962804,1.8,136.7,0,2454867,5.8,182000,19.09,-128168,1218853,226540,-10275,1322473,13.14,115455,12917,29.11,42.31,2462216,8157472,35.49,991207,18.13,4.79,5.48,5.48,5227209,50.7,8.62,26.53,0,191999,242201,700316,814680,-1203713,2660655,653892,179.65,3306926,35.88,21.72,4268103,5940961,0.68,15926,0,0,0,11.5,3,31.15,19.83,0.0,7.38,0,40.0,0.0,0,26.0,0,1,0,0
1721,-0.0050060110428484,-0.0335374832316625,-0.0465586928083086,-0.0358846737032313,-0.0672381869370771,-0.0883765213372587,-0.0861131423662509,-0.0363595242766942,-0.0574978586768758,-0.055234479705868,0.0014370809926066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45,28.09,7889.0,169.0,0.0,3.0,28.09,185.0,576.0,0.0,0.45,0.0,0.82,0.0,0.0,0.0,169.0,338.0,0.0,0.0,3.0,576.0,71.85,121382.52,19.04,0.0,0.05,4.28,5200.57,0.0,0.0,0.0,131792,1.11,102.51,0,360211,18.12,514670,1.76,-4417,688508,15120,-3212,1052445,3.45,-3108,205,12.3,9.68,2080685,2690062,72.14,182497,16.95,4.21,0.0,0.0,1966389,4.55,1.99,4.45,0,37356,60593,669855,40619,-151770,526716,287513,204.24,1071451,41.91,3.7,2303801,2188312,1.07,0,0,0,0,4.46,0,18.07,9.36,0.89,2.59,0,11.11,0.0,0,25.0,0,1,0,0
1722,-0.0169745147588577,-0.0273277019879379,-0.0318204252504536,-0.0402341283356491,-0.0582062314677077,-0.0639118172227198,-0.0589654683349561,-0.0349466178909163,-0.0406522036459284,-0.0357058547581648,0.0021056125714509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,54.92,2638.0,490.0,18.0,1.0,55.4,980.0,490.0,0.0,0.28,0.0,0.07,0.0,0.0,3.0,508.0,168.0,0.0,66.0,2.0,513.0,44.59,169269.64,1.08,0.0,0.01,6.37,10779.87,4.0,0.48,0.0,3896087,1.02,214.45,0,1432468,15.16,0,-5.68,2954503,1266890,121731,739353,2638837,5.53,-2771391,19853,145.52,5.88,10864321,53998000,7.4,1334054,19.95,9.61,5.08,5.08,71165909,4.51,3.65,23.55,0,32697,124196,25097912,-655121,-2358038,37800599,464107,351.46,2677268,34.47,18.86,11543254,9409531,2.34,131115,0,0,0,105.44,0,15.11,24.07,0,69.09,0,0,0.0,0,56.0,0,0,1,0
1723,-0.01034049453704,-0.0149242870105229,-0.0086498173409477,-0.0225310931098354,-0.0418243736581274,-0.052981724679163,-0.0279914100027968,-0.029633775085332,-0.0407911261063676,-0.0158008114300014,0.000187404894947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5,28.23,909.0,-68.0,-6.0,-5.0,30.01,237.0,-1757.0,0.0,0.24,1.0,0.04,0.0,1.0,-1.0,-73.0,21.0,0.0,-6.0,-5.0,-1860.0,69.95,102815.35,1.53,1.0,0.04,2.31,2375.27,0.0,1.65,0.13,2006955,3.36,105.13,-117638,1432093,12.95,590000,17.01,-85322,724104,0,-223430,1007301,14.6,-1365356,5012,70.67,22.46,6428839,25230276,22.15,452085,17.36,15.59,3.76,3.76,7857208,1.87,9.5,19.71,0,174072,592537,1339048,1410543,162432,4440969,394768,145.71,2839941,34.84,16.29,8291467,4137974,0.81,6446,0,0,0,33.73,16,15.18,34.0,0.01,21.98,0,0,15.3,0,23.0,0,0,1,0
1725,0.0324431173354723,-0.0469017126547791,-0.0547453143158145,-0.0442482829071984,-0.1523167522098981,-0.1277527613529757,-0.0854605030673657,-0.0756253519672273,-0.0510613611103049,-0.0087691028246949,0.003885153425261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,8.74,563.0,-18.0,0.0,-1.0,8.74,182.0,-18.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,135.0,0.0,-1.0,-18.0,90.98,12647.46,1.24,0.0,0.28,0.0,0.0,0.0,0.0,0.0,489272,0.96,217.53,0,697319,11.03,0,2.14,1185220,942546,5738,-322137,118865,-1.94,-262512,3403,20.15,4.59,6850199,3872958,26.34,175449,10.92,8.61,5.77,5.77,1055238,-1.27,-1.2,3.77,0,0,3484,85923,153751,-104046,1024107,601597,226.06,2427823,38.41,3.35,7179399,5488422,0.73,32584,0,0,0,3.69,0,80.01,11.45,0.03,2.27,0,0,0.0,0,21.0,0,1,0,0
1726,0.000148999124273,-0.0074042407643988,-0.0060366936180075,-0.0011501023269772,-0.0017307076638001,0.0049230672592579,0.0095136973370231,-0.00043160621255,0.006222168710508,0.0108127987882734,-0.000515983154984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,12.5,6.0,-3.0,1.0,-2.0,16.67,162.0,-4.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,-2.0,-3.0,83.33,435.92,0.01,0.0,0.0,0.0,0.0,0.0,4.17,0.0,92224,1.2,232.85,0,1315700,12.3,0,8.34,-150186,2187727,5361,149544,3019445,8.01,-488324,5607,5.54,21.76,5549234,11307600,55.42,952326,21.65,4.13,5.01,5.01,4126851,4.93,6.63,10.73,0,178007,38580,194841,591227,342338,7817010,782695,428.05,1665624,16.53,8.41,7092787,7129766,0.42,105328,0,0,0,3.5,6,47.96,21.08,0,2.92,0,42.86,0.0,0,21.0,0,1,0,0
1727,-0.0013907176947303,-0.0267872256703296,-0.0463092459743598,-0.0457334150425694,-0.069982823488488,-0.0676765371063943,-0.0774084728227933,-0.0256401261406489,-0.0233338397585552,-0.0330657754749542,0.0004925268256337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,31.63,6260.0,34.0,-3.0,2.0,31.98,108.0,179.0,1.0,0.53,0.0,2.49,0.23,0.0,-1.0,31.0,674.0,0.0,-3.0,2.0,176.0,67.71,191569.15,23.13,0.0,0.32,10.77,20625.82,0.0,0.35,0.0,146194,1.99,113.16,0,305172,36.41,0,1.99,-14738,612720,0,1015,341298,4.65,286763,2266,17.88,11.39,1542165,2955225,63.98,163674,33.85,3.6,1.9,1.9,1618454,18.71,2.5,2.1,0,17342,6103,615639,34568,-334208,405592,188180,159.71,817849,49.01,3.91,1740407,1306213,0.91,4036,0,0,0,1.05,3,22.22,24.88,0.06,0.54,0,25.0,1.6,0,21.0,0,1,0,0
1730,0.0014289385240453,-0.0024314540385617,0.0035239220412435,0.0098731039540539,0.0089754350501397,0.0132689532997633,0.0196920422983432,0.0005312696201311,0.0048247878697547,0.0112478768683345,-0.0013400829094289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1,6.67,36.0,2.0,2.0,3.0,13.33,63.0,6.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,7.0,86.67,2051.6,0.23,0.0,0.0,0.0,0.0,0.0,6.67,0.0,250183,2.02,236.21,0,624839,9.87,94331,12.08,-47236,587763,87739,21385,465878,13.49,-267507,2908,45.53,45.91,1147375,3528401,56.89,715756,18.42,4.7,5.38,5.38,743827,2.88,9.49,13.03,0,33456,6875,139160,256311,-62220,931032,197936,326.99,549478,27.11,10.63,2121104,1796747,1.14,12621,0,0,0,5.12,4,34.5,22.95,0.01,3.73,0,37.5,1.32,0,20.0,0,1,0,0
