,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Turnover ratio,Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Number of general manager changes in the month,Employee turnover rate,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Sales percentage to related parties,equity of stock holdings (Major shareholder),tockholding of Directors and Supervisors,Managers shareholding,Reinvestment to assets ratio,Total social responsibility events,Management Internalization ratio,Directors salary,Internal audit variation in the current month,company age,A,F,G,M
2723,-0.018024490613328,-0.014925567841317,-0.0400572036916936,-0.0598554636234387,-0.070159536624294,-0.07201054318994,-0.0506267645233954,-0.0283285636141833,-0.0301795701798293,-0.0087957915132847,0.000847330504797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,35.52,1870.0,16.0,1.0,1.0,43.68,180.0,16.0,0.0,0.23,-113.0,0.22,0.0,-33.0,1.0,-16.0,100.0,0.0,1.0,-2.0,-37.0,56.24,185235.28,4.16,-5.0,0.08,5.35,9905.63,0.0,0.73,7.43,1902692,1.74,98.56,0,2479224,20.05,0,3.65,-183976,269450,44598,486764,1016363,7.83,-1960103,107562,30.33,57.84,6060819,18990000,11.84,7789768,34.01,64.22,4.74,4.74,13122381,1.07,4.11,3.85,0,50239,3234086,3563326,524982,-2563874,6941509,1394612,120.69,6273886,47.54,2.54,14375569,7571804,1.31,90216,0,0,0,8.22,0,13.55,45.74,2.9,4.31,1,16.67,0,0,11.0,0,1,0,0
2727,-0.0075556739697133,-0.0468303698074454,-0.0502236564791482,-0.0485412271582898,-0.0577520989014965,-0.0686669877377689,-0.0489885948491902,-0.01676654571292,-0.0276814345491924,-0.0080030416606137,0.002509316853072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.5,18.1,955.0,-9.0,1.0,-2.0,20.48,77.0,-36.0,0.0,0.08,0.0,0.43,0.0,0.0,3.0,-8.0,82.0,0.0,9.0,-2.0,-29.0,79.4,113948.79,4.96,0.0,0.12,8.59,9784.08,0.0,2.37,0.0,1495463,3.55,52.85,-352801,2131057,23.83,0,1.58,-85738,318404,38078,57046,2599998,4.48,-419024,13092,19.55,43.25,7553675,10547219,84.88,5546681,44.03,47.47,0.0,0.0,6839515,8.12,1.11,1.28,0,15256,2455946,2842498,209924,-951559,853211,708246,92.7,7649069,75.32,0.72,13310280,7090459,1.49,35758,0,0,0,21.33,0,16.8,8.09,5.17,5.27,0,0,0,0,9.0,0,0,0,1
2731,-0.0095078244293891,-0.0306835460965104,-0.036230791214634,-0.0335627340875437,-0.0454457728852719,-0.0377482798324072,-0.0197144108178136,-0.0213908632271173,-0.0136933701742526,0.004340498840341,0.0063389886548863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8,15.68,2170.0,-33.0,0.0,-7.0,15.68,78.0,-238.0,0.0,0.57,0.0,1.73,0.0,0.0,0.0,-33.0,335.0,2.0,0.0,-7.0,-238.0,84.21,196582.04,11.2,0.0,0.11,15.44,30347.92,0.0,0.0,0.0,-379745,6.48,143.56,0,2464749,0.0,856267,-38.06,-117275,342722,6500,17473,1572,-38.87,185536,5135,-19.41,17.04,1452735,7755084,24.98,964939,0.0,9.46,0.0,0.0,2077069,1.1,-10.83,-34.88,0,0,771111,2078803,-666538,-246699,-507927,445388,170.54,1956596,74.54,-34.43,1751136,3336754,1.36,8052,0,0,0,26.62,1,23.45,20.37,0.37,6.78,0,0.0,0,0,8.0,1,0,0,0
2739,0.0020907142154012,-0.0021666161179032,0.0041277172328175,0.003661566979338,-0.001173275001031,0.0027684824463169,0.0157311197908425,-0.0027441277649678,0.0011976296823801,0.0141602670269057,0.0032847061844629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.51,803.0,-6.0,0.0,-1.0,8.51,112.0,-6.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-1.0,-6.0,91.49,17497.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54712,4.09,26.78,0,191606,0.0,259630,-14.88,72004,59632,8415,42934,76963,-46.01,-198983,1625,2.25,18.32,1823485,2718322,20.56,865066,0.0,54.22,0.0,0.0,13737247,6.76,-2.4,-21.97,0,0,11031286,11404650,-332226,20220,-979223,191221,31.46,2433795,95.42,-17.03,2232583,765677,0.91,0,0,0,0,95.83,1,33.46,40.94,0.04,4.39,0,20.0,0.0,0,5.0,0,1,0,0
2748,-0.0082852386899938,-0.0238044807013277,-0.0365554486859967,-0.0369674452151569,-0.0580255403021233,-0.0350634514057529,-0.0200919868699818,-0.0293433337769603,-0.0063812448805898,0.0085902196551813,0.0025432407076789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35,23.74,634.0,28.0,2.0,3.0,24.24,90.0,51.0,0.0,0.7,0.0,0.03,0.0,0.0,1.0,30.0,7.0,0.0,2.0,3.0,43.0,75.64,28303.85,2.8,0.0,0.12,1.1,312.5,0.0,0.51,0.0,283044,2.49,228.46,0,867769,23.62,0,7.88,568,42351,0,284,28667,4.62,-135903,721,45.86,27.68,1005863,4397425,4.03,275392,20.04,33.57,1.03,1.03,3141928,9.0,1.72,7.22,0,0,953894,2238759,109548,-511540,258213,97405,239.44,617229,61.82,5.78,1390803,1477921,1.11,339,0,0,0,0.0,3,4.46,68.59,0.22,0.0,0,0,0.0,0,5.0,0,1,0,0
2801,-0.0103655331886175,-0.0240396834921162,-0.0361012308310475,-0.0370254681013153,-0.0539359035678293,-0.0707958956116464,-0.0537117967989562,-0.0272759686551315,-0.0441359606989485,-0.0270518618862584,-0.0002928290857367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,48.13,4972.0,7476.0,-48.0,3.0,48.66,10489.0,12264.0,0.0,0.16,836.0,0.0,0.0,64.0,-6.0,7492.0,0.0,0.0,-528.0,3.0,12258.0,51.33,89395.07,0.19,10.0,0.01,0.0,0.0,0.0,0.27,0.25,-53683791,1.09,0,0,37907240,14.67,0,0,-3125078,7326059,1094611,-8050280,0,0.28,25279380,27771247,0,0,0,181677770,0,13028141,14.56,0,2.89,3.46,0,12.31,0.02,39.67,0,0,1863505,0,0,-1174591,63868920,10221820,0,0,93.92,33.89,25138635,0,0,3440464,0,0,0,374.52,0,22.86,25.12,0,22.88,1,0,0.0,0,59.0,0,0,1,0
2809,-0.0099246571305044,-0.0335733772760708,-0.04585826614101,-0.0565523753908923,-0.0663016150947869,-0.0670020364384283,-0.0568519217742552,-0.019673896834399,-0.0203743181780404,-0.0102242035138673,-0.0007737801331956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95,32.5,965.0,53.0,4.0,4.0,32.93,1121.0,361.0,0.0,0.05,1.0,0.0,0.0,1.0,3.0,58.0,8.0,0.0,12.0,4.0,323.0,67.06,34534.74,0.34,1.0,0.01,0.83,286.3,0.0,0.34,0.09,-6365196,0.94,0,0,2939544,32.58,0,0,-2972782,9846375,0,-7476062,0,-14.38,4069510,5820649,0,0,0,37448586,0,1597828,25.63,0,6.29,6.29,0,9.16,-1.8,50.28,0,0,348482,0,0,-871032,31603876,172253,0,0,89.09,37.4,2938144,0,0,33723,0,0,0,163.96,0,34.71,3.96,0.1,18.31,0,0,0,0,38.0,0,1,0,0
2812,-0.0081728552465181,-0.0196778144954893,-0.0254318261456179,-0.037481142899761,-0.0575444057757145,-0.0706374343733285,-0.051782989812078,-0.0282361181224716,-0.0413291467200856,-0.0224747021588351,-0.0006028492296453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,24.02,3071.0,324.0,18.0,1.0,24.73,4765.0,324.0,0.0,0.06,1.0,0.0,0.0,1.0,1.0,343.0,37.0,54.0,18.0,1.0,343.0,75.25,40942.57,0.27,1.0,0.02,1.2,493.28,4.0,0.65,0.05,6747110,0.97,0,0,18347428,9.99,0,0,-139697,6627380,215946,-1442766,0,3.9,-3602475,11008293,0,0,0,62665615,0,5288522,19.15,0,1.81,5.43,0,7.65,0.32,43.76,0,0,845297,0,0,-778058,16258641,2083578,0,0,91.95,35.38,11149722,0,0,75992,0,0,0,250.59,0,41.6,3.2,0.27,20.44,0,0,167.25,0,37.0,0,1,0,0
2816,-0.0131526976413568,-0.0254534545521583,-0.0262417392987795,-0.0430503410449703,-0.0434635497115672,-0.0472834322267037,-0.0314958661071041,-0.0135659063079537,-0.0173857888230902,-0.0015982227034905,-0.00118328605678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.35,19.77,370.0,-1.0,3.0,-1.0,23.26,224.0,-1.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,10.0,76.74,6036.07,0.66,0.0,0.0,0.0,0.0,0.0,3.49,0.0,-223465,0.63,0,0,3144874,0.0,0,-13.12,-50962,304421,107562,-129965,0,-16.0,-236084,62111,0,11.46,0,3320579,0,1507053,0.0,0,6.73,6.73,0,-1.28,-4.99,-13.06,0,0,15476,0,-804472,-43804,3095243,0,0,0,71.51,-13.18,6131180,0,0,0,0,0,0,100.01,0,52.53,20.88,0.01,28.5,0,0,0.0,0,29.0,0,1,0,0
2820,-0.0075350352204538,-0.0181850404577093,-0.0171955097136815,-0.010483226869886,-0.0099732365586422,-0.0090825779601264,-0.0029855715080051,-0.00702504490921,-0.0061343863106942,-3.737985857289999e-05,1.9671902974902067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,47.85,245.0,-99.0,7.0,-1.0,48.63,1343.0,-99.0,0.0,0.06,-1.0,0.0,0.0,-1.0,3.0,-93.0,1.0,0.0,15.0,-1.0,-93.0,51.37,3900.89,0.07,-1.0,0.0,0.41,15.92,0.0,0.68,0.1,-5082789,0.92,0,0,1120176,12.39,0,0,-2900060,0,0,-3659003,0,-11.59,5651560,1422286,0,0,0,19808660,0,346669,14.37,0,6.1,6.1,0,-17.24,-1.27,76.92,0,0,31335,0,0,-3193,11075390,210487,0,0,89.2,65.87,1405224,0,0,0,0,0,0,418.77,0,21.56,34.22,0.0,45.22,0,0,0.0,0,27.0,0,1,0,0
2832,-0.0090464870456755,-0.0156956478755495,-0.0122527504028894,-0.0108257289263009,-0.0256573118814287,-0.0273517924202846,-0.016576884246435,-0.0238780700008033,-0.0255725505396592,-0.0147976423658096,0.0002557357347306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7,17.91,764.0,22.0,4.0,1.0,20.9,362.0,22.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,26.0,0.0,8.0,4.0,1.0,26.0,79.05,14978.53,0.84,0.0,0.06,0.0,0.0,0.0,2.99,0.0,-511632,0.74,0,0,3382983,5.39,0,17.1,-269462,98300,9502,-661456,0,-0.39,-295844,99517,0,38.59,0,7262110,0,985720,20.66,0,3.74,3.74,0,-0.72,-0.19,17.1,0,0,51656,0,784381,12121,6419080,0,0,0,51.85,13.57,4587325,0,0,0,0,0,0,54.27,0,22.8,26.58,0.24,26.13,0,0,0.0,0,24.0,0,1,0,0
2834,-0.0138150832501153,-0.028561952811929,-0.0437971399288054,-0.058171835057096,-0.0861039957608472,-0.1165211894620644,-0.0998972370825812,-0.0417472439538665,-0.0721644376550837,-0.0555404852756005,-0.0009613529933779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,27.25,29808.0,7088.0,336.0,4.0,28.22,8030.0,17585.0,1.0,0.35,3.0,0.01,0.0,3.0,3.0,7427.0,226.0,0.0,689.0,4.0,18208.0,71.72,365762.04,1.64,1.0,0.06,0.76,2773.16,109.0,0.95,0.01,15333246,1.02,0,0,25661708,10.25,0,0,-4874475,1390687,758714,-8473077,0,-1.38,-46924062,22871902,0,0,0,101174132,0,10658119,16.49,0,0.77,3.6,0,0.47,-0.07,40.91,0,0,1200883,0,0,17702724,23264117,2984166,0,0,95.07,34.16,20751949,0,0,105768,0,0,0,412.57,0,8.29,24.39,0.01,20.33,0,0,0.0,0,23.0,0,0,1,0
2836,0.0027540092419264,-0.0023006310074461,-0.0352707042240723,-0.040309578494674,-0.0574529436034417,-0.0746175952765588,-0.0553344641245602,-0.0143893558668413,-0.0315540075399584,-0.0122708763879598,-0.0018829636374706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,14.97,3968.0,-11.0,4.0,-1.0,15.56,1198.0,-11.0,1.0,0.1,0.0,0.0,0.2,0.0,1.0,-7.0,12.0,0.0,4.0,-1.0,-7.0,84.07,52902.17,1.36,0.0,0.37,0.3,159.99,0.0,0.59,0.0,-3062,0.98,0,0,2991106,12.72,0,0,-2092318,131486,115782,-2359969,0,-9.47,-2461149,3263897,0,0,0,15219007,0,1991716,15.6,0,3.06,4.28,0,-2.37,-0.56,31.24,0,0,308588,0,0,-138956,3865891,702522,0,0,94.33,26.37,2976878,0,0,-425,0,0,0,528.24,0,14.69,58.32,0.53,29.95,0,0,0.0,0,23.0,0,0,1,0
2838,-0.0247818731857463,-0.030946142628859,-0.0562183321203635,-0.0497279002830415,-0.0679925362571587,-0.0918221386750816,-0.0677615187752068,-0.0430465091598634,-0.0668761115777862,-0.0428154916779114,0.000950360788278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,55.26,1505.0,267.0,11.0,1.0,56.23,3594.0,267.0,0.0,0.03,1.0,0.0,0.0,1.0,3.0,279.0,22.0,0.0,21.0,1.0,279.0,43.75,19908.29,0.18,1.0,0.02,1.46,291.02,0.0,0.82,0.15,-25402276,0.91,0,0,8645471,12.6,0,0,-2254558,22384462,2185366,-7931254,0,-8.78,-9761945,10573804,0,0,0,53551285,0,7996810,23.71,0,0.92,6.37,0,3.82,-0.66,26.94,0,0,1739289,0,0,-3455595,14934762,1109701,0,0,92.86,20.55,11551186,0,0,2018959,0,0,0,263.87,0,37.24,11.39,0.03,18.56,0,0.0,0.0,0,23.0,0,1,0,0
2845,-0.0311879662924639,-0.0387816532861249,-0.0502103259554665,-0.0547018562838272,-0.0640432745489557,-0.0750554996317496,-0.0598204761208889,-0.0405293845575924,-0.0515416096403863,-0.0363065861295257,-1.463880526837713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,26.79,4998.0,2988.0,66.0,1.0,27.12,3514.0,2988.0,0.0,0.52,1.0,0.03,0.0,1.0,3.0,3055.0,221.0,0.0,83.0,1.0,3055.0,72.86,58061.77,0.57,1.0,0.02,4.42,2567.36,0.0,0.32,0.01,-6147989,0.86,0,0,5787751,12.2,0,0,-2058732,0,1604041,-2118235,0,0.76,-3088488,8463871,0,0,0,45171261,0,5066875,13.71,0,3.35,4.57,0,6.78,0.05,34.67,0,0,1036806,0,0,-2573390,14484049,5017,0,0,93.04,29.92,8368811,0,0,2031203,0,0,0,323.48,0,37.63,7.81,0.29,22.55,0,0,0.0,0,23.0,0,1,0,0
2849,0.0010537436521068,-0.0120436153623476,-0.0231061635149341,-0.0164018109644212,-0.0273720967682974,-0.0312485929956438,-0.0228472199526779,-0.0099165421517694,-0.0137930383791158,-0.0053916653361499,-0.000173401958525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,25.37,27.0,-2.0,8.0,-2.0,31.34,1958.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,8.0,1.0,6.0,68.64,389.9,0.01,0.0,0.01,0.0,0.0,0.0,5.97,0.0,-4188256,0.84,0,0,2670289,11.34,0,0,-2047955,58278,215576,-2095891,0,-1.43,2040571,4486804,0,0,0,27602287,0,2206450,16.07,0,5.18,5.18,0,10.2,-0.14,41.58,0,0,985208,0,0,824493,14992004,7,0,0,90.56,34.9,4621202,0,0,288391,0,0,0,247.4,0,51.85,21.89,0.0,23.35,0,0,0.0,0,22.0,0,0,0,1
2850,-0.0053226529397665,-0.0057550819335014,-0.0135473593358544,-0.0116986704909947,-0.017573918645124,-0.0155130494224298,-0.0331301479364315,-0.0111979010938958,-0.0091370318712016,-0.0267541303852033,-0.001368282771124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.2,54.3,517.0,25.0,2.0,4.0,55.46,316.0,111.0,0.0,0.03,0.0,0.01,0.0,0.0,1.0,27.0,9.0,0.0,2.0,4.0,96.0,44.52,26895.32,0.65,0.0,0.02,1.74,468.2,0.0,1.16,0.0,-667903,1.07,0,0,10032514,6.1,0,13.21,309595,240287,22628,-1386142,0,0.85,-1023935,262813,0,32.2,0,15403196,0,2681605,19.4,0,6.56,6.56,0,3.04,0.28,13.28,0,0,35669,0,1865581,-42308,10837358,0,0,0,67.44,10.7,14122225,0,0,0,0,0,0,90.3,0,36.96,6.35,0.22,29.41,0,0.0,0.0,0,21.0,0,1,0,0
2851,-0.0409232925294136,-0.0460655959434919,-0.0665125136247262,-0.0761851969765604,-0.1096110111696976,-0.0865133228441724,-0.0705908828036559,-0.0743491067225508,-0.0512514183970256,-0.0353289783565091,0.0005978620655722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.15,18.02,962.0,122.0,355.0,4.0,35.14,590.0,321.0,0.0,0.41,0.0,0.15,0.0,0.0,3.0,477.0,222.0,0.0,359.0,3.0,655.0,64.77,21030.47,0.65,0.0,0.09,23.08,4853.19,114.0,17.12,0.0,4519792,0.87,0,0,21135468,32.97,0,-0.77,596777,1,15228,-1818007,0,-11.5,-1063036,387891,0,1.37,0,11925838,0,354077,0.0,0,8.91,8.91,0,5.81,-3.46,-0.77,0,0,1383,0,-127872,-23555,6947224,387,0,0,73.12,0.46,16563590,0,0,416430,1,0,0,114.84,0,16.79,56.89,0.02,30.87,0,0,0.0,0,21.0,0,1,0,0
2852,-0.01062791295805,-0.0142472119809823,-0.0139923102480455,-0.0128835046059903,-0.0243976678437717,-0.0272898086542306,-0.0287071271334801,-0.0221420761958314,-0.0250342170062903,-0.0264515354855398,-0.0028857396672015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.6,9.81,105.0,28.0,4.0,3.0,10.57,301.0,80.0,0.0,0.11,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,4.0,3.0,82.0,89.43,1527.24,0.14,0.0,0.0,0.0,0.0,0.0,0.75,0.0,551868,0.58,0,0,1826967,5.81,0,12.06,126849,156278,44099,-100958,0,5.92,-367453,60946,0,33.51,0,4276515,0,1128419,15.92,0,8.52,8.52,0,4.3,2.51,12.05,0,0,5138,0,634151,-27517,4200659,11483,0,0,58.28,10.13,5260152,0,0,4766,0,0,0,103.58,0,16.2,18.5,0.16,43.21,0,4.17,0.0,0,21.0,0,1,0,0
2855,-0.0227544573380734,-0.0623926299196991,-0.0928723844267441,-0.1036598514176053,-0.1203656353958299,-0.1370578009307063,-0.1449321110748805,-0.039460241316298,-0.0561524068511743,-0.0640267169953485,0.0030870547041941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,33.26,1840.0,454.0,0.0,3.0,33.29,1456.0,1907.0,0.0,0.14,-1.0,0.03,0.0,-1.0,0.0,453.0,105.0,0.0,0.0,3.0,1908.0,66.7,30222.55,0.51,-1.0,0.01,5.71,1724.66,0.0,0.0,0.03,2173393,0.73,124.81,0,6438298,14.03,0,10.6,1275719,13635757,232936,-34233,0,1.58,-705521,0,3.12,84.6,0,21546299,0,3399187,28.58,0.4,12.77,12.77,9499313,-12.24,0.44,15.76,0,0,93985,177640,486915,-793817,13485248,13961487,128.92,69755467,70.34,11.25,4593683,89928864,0.87,7231,0,0,0,17.48,0,43.68,7.38,0.3,5.19,0,0,0.0,0,19.0,1,0,0,0
2867,-0.0094820028091342,-0.0208446919788621,-0.039620044691546,-0.0431830705313008,-0.0633473664873337,-0.084629381170782,-0.0743148677486056,-0.0296462987651671,-0.0509283134486154,-0.0406138000264389,-0.0019242291629199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.26,32.02,36746.0,992.0,10.0,3.0,32.22,3100.0,2797.0,1.0,0.13,0.0,0.33,0.04,0.0,3.0,1002.0,2561.0,0.0,21.0,3.0,2818.0,67.52,229434.67,4.74,0.0,0.27,6.97,15990.37,0.0,0.19,0.0,-51938706,0.72,0,0,34136650,0.0,0,-6.5,-21411249,56716,81236,-12351201,0,-52.65,1820423,25546384,0,-2.56,0,19464866,0,3289313,0.0,0,0,0,0,6.91,-1.25,-6.4,0,0,186780,0,-5421865,-12929368,17158004,546,0,0,98.18,-6.79,83410907,0,0,0,0,0,0,3934.45,0,17.65,38.49,0.89,71.69,0,0,0.0,0,9.0,1,0,0,0
