,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
1216,-0.0070399729595501,0.0050315481167566,0.008366975006213,0.0221644790530599,0.0326968612914939,0.0483839349827762,0.027319858340422,0.0034924092788837,0.0191794829701661,-0.001884593672188,-0.0047081185138452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,0.08,68.14,2765.0,-898.0,4.0,-10.0,68.41,5682.0,-30230.0,0.0,35.0,0.0,0.0,18.0,2.0,-876.0,45.0,0.0,46.0,-10.0,-28989.0,31.59,173168.63,0.19,2.0,0.01,1.63,2818.3,0.0,0.05,0.22,61720486,3.35,74.66,0,81978785,10.5,15197395,6.66,-8098205,17539588,18667500,-449326,38940444,71.22,17.12,-38380244,2434117,38.02,34.43,293289723,383536013,31.27,124246365,19.87,25.14,4.0,4.0,327284692,3.75,6.24,8.59,0,902880,63658510,152400360,29783891,-15755308,62057606,37599480,103.52,162339539,63.54,6.89,447319979,168053800,1.29,-312950,15.38,0,100,5,38.46,9.69,0,141.84,1,81,16.09,95.19,1783.68,9.95,0.17,0.88,86.33,0.41,38.46,8.05,0,3,8.33,8,0.15,0,366.18,0,741.0,32.0,1,0,0,0
1217,-0.0088303866568107,0.0035695692266287,0.0125614446836342,0.020362058334731,0.0401233606868682,0.0432656554698498,0.0438063127821138,0.0109309156953264,0.014073210478308,0.014613867790572,-0.0128617587509738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0.21,22.82,9075.0,63.0,0.0,1.0,22.82,495.0,63.0,0.0,0.0,0.59,0.0,0.0,0.0,63.0,733.0,0.0,0.0,1.0,63.0,77.11,67508.02,7.34,0.0,0.07,8.08,5452.71,6.0,0.0,0.0,496789,0.81,38.17,0,669519,17.31,2694544,4.68,55312,591919,9102,181436,742160,0.0,6.48,-382911,586,14.17,32.92,3095482,4925349,19.45,1302903,19.63,7.6,0.0,0.0,11101246,3.45,3.28,6.72,0,41890,33566,2976433,216101,-22929,820259,802180,63.88,3505952,48.59,5.4,4614486,2239613,2.23,-35487,33.33,0,100,18,44.44,2.67,0,130.61,0,27,15.79,88.89,5.97,6.92,1.28,0.05,72.57,0.86,44.44,2.04,0,1,16.67,6,0.44,0,2.98,0,59.02,30.0,0,1,0,0
1218,-0.0115541180924992,0.0049223972449284,0.0168222868577978,0.0275734196391718,0.0558633306070303,0.0685566207844289,0.0860766190820761,0.0167357928753593,0.0294290830527578,0.0469490813504051,-0.0068246872667018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.11,30.24,3215.0,186.0,0.0,2.0,30.24,500.0,242.0,0.0,0.0,0.02,0.0,0.0,0.0,186.0,22.0,0.0,0.0,2.0,233.0,69.68,70920.97,2.57,0.0,0.08,0.68,485.31,0.0,0.0,0.0,409369,1.96,147.13,-203876,772454,15.58,600000,3.79,-75877,1161257,4411,12979,572498,82.25,12.68,-974231,10862,29.77,19.63,6715645,13799972,24.66,1323957,6.02,7.48,5.07,5.07,6021594,0.12,9.36,10.84,0,0,0,833417,316542,190413,1332145,527979,234.04,1375246,23.9,10.19,8356125,3218671,1.96,-121,0,0,100,10,57.14,6.43,0,62.46,1,53,61.41,98.9,49.19,2.04,1.06,0.07,49.67,1.26,57.14,5.46,1,1,25,13,0.96,0,34.43,0,88.55,30.0,0,1,0,0
1219,-0.0208097406006437,-0.0071305543485808,-0.0019534307471116,0.0080925101798358,0.0301199918024494,0.0378854248940722,0.0437999689264317,0.0012177410219698,0.0089831741135926,0.0148977181459521,-0.0042273244327665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.08,28.99,571.0,132.0,0.0,1.0,28.99,322.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,1.0,132.0,70.98,10831.53,0.71,0.0,0.03,0.0,0.0,0.0,0.0,0.0,822934,1.58,124.67,-6735,943986,17.82,1655956,2.69,-5958,1395406,34744,2348,1517090,52.28,13.51,-1007851,1038,40.99,11.02,10966163,6987682,65.55,1026574,16.35,9.0,4.6,4.6,4401859,-4.34,6.49,5.48,0,35870,18900,2099075,331428,157258,1191228,347562,206.63,2007574,48.03,4.59,12324165,4148204,1.31,1417,11.11,0,100,4,33.33,0.0,0,16.15,1,23,40.64,91.67,14.93,6.74,5.36,1.0,9.4,14.85,33.33,2.15,0,2,7.69,8,7.72,0,37.34,0,660,29.0,0,1,0,0
1220,-0.0121249050029849,-0.0050225938264662,-0.0050242026046173,0.0004188780656361,0.0110074682255207,0.0271640556094614,0.0318099924512554,-0.0015363148431003,0.0146202725408403,0.0192662093826344,-0.0022503221878339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.44,2.87,417.0,35.0,0.0,1.0,2.87,177.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,77.0,0.0,1.0,35.0,97.06,4984.65,0.94,0.0,0.07,0.0,0.0,0.0,0.0,0.0,463552,0.94,378.88,0,465321,9.8,12512,7.87,0,639454,0,-5312,451611,97.93,7.34,-237663,1439,130.42,16.11,2328094,2231170,42.81,228628,19.86,4.05,7.94,7.94,1250132,-1.54,5.9,8.53,0,0,351,197267,218349,-120671,574901,76944,520.82,355435,17.82,6.84,2775071,1851164,1.37,0,8.33,0,83.33,14,33.33,0.0,0,8.97,1,9,25.65,91.67,8.49,21.11,3.11,0.17,7.85,3.39,33.33,3.76,0,1,33.33,6,2.78,0,8.49,0,86.28,28.0,0,1,0,0
1225,-0.0160509408039285,-3.176947618980033e-05,0.0125390732955604,0.0244425224089092,0.0460476684834656,0.0524798704409701,0.0523578339381987,0.0055542052706278,0.0119864072281323,0.0118643707253609,-0.0101263727308744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.95,0.04,42.07,8620.0,57.0,0.0,2.0,42.07,219.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,2.0,59.0,57.87,272729.9,15.77,0.0,0.06,0.0,0.0,0.0,0.0,0.0,522345,2.48,99.22,0,1225893,14.54,785000,4.98,-98435,1400922,0,-705,1076633,81.48,11.3,-396220,10659,18.09,10.9,9100731,8190427,66.37,604893,25.82,7.41,3.74,3.74,3535175,-0.62,5.4,5.51,0,35115,172557,1073096,508157,284871,1088113,239814,144.02,2887157,51.48,4.09,10213493,4158219,1.16,-4803,11.11,0,100,9,22.22,7.33,0,39.78,1,28,69.59,93.4,9.19,6.32,0.87,0.01,22.8,2.37,22.22,2.08,0,1,33.33,12,1.15,0,9.19,0,88.62,26.0,0,1,0,0
1227,-0.0147011573439209,-0.0149255987150113,-0.0197233735131412,-0.0131947344323898,0.0123292736800325,0.0217089944691293,-0.0097277210635318,0.0108228507685014,0.0202025715575982,-0.0112341439750629,-0.0058420676031857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.4,0.09,34.55,510.0,330.0,0.0,3.0,34.55,915.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,3.0,0.0,0.0,3.0,762.0,65.42,32219.56,0.22,0.0,0.03,0.59,189.53,0.0,0.0,0.0,2430175,3.17,160.06,-21182,4332018,13.07,0,11.73,-355492,6310663,106208,240351,5124648,71.21,20.0,-2058344,119907,27.13,27.88,24856790,56094956,63.47,5565275,24.08,5.4,4.08,4.08,6698076,9.16,13.12,12.44,0,166035,200191,852340,4044179,202065,8782873,2218002,235.89,8955895,35.25,9.45,34466244,21125786,2.55,52219,28.57,0,100.0,14,57.14,3.0,0,63.6,0,11,58.0,88.1,49.92,3.2,1.04,0,54.64,2.0,57.14,1.27,0,1,16.67,6,1.29,0,21.97,0,359.58,25.0,0,1,0,0
1229,-0.006004416400363,0.0044824551817916,0.0103173137872885,0.029179509469816,0.0569646341540414,0.0666608217583224,0.0548322807277581,0.0217807082838624,0.0314768958881434,0.0196483548575791,0.0017296112326087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.85,0.13,47.56,1021.0,-578.0,0.0,-12.0,47.56,1281.0,-3722.0,0.0,0.0,0.04,0.0,0.0,0.0,-578.0,136.0,11.0,0.0,-8.0,-3120.0,52.43,40612.21,0.32,0.0,0.0,13.32,5409.66,0.0,0.0,0.0,2340881,1.72,42.81,-184763,1805687,15.04,1300000,11.0,5758318,1487827,101859,5288626,1278160,70.3,21.41,-13743,15552,23.75,21.34,7507842,54591815,6.22,986257,3.66,6.57,3.99,6.34,47885701,20.29,17.14,38.06,0,39745,58882,1681024,1050062,-2255168,12556851,1206613,82.2,9857400,20.61,36.67,9544161,8102817,0.81,-24306,30,0,100,11,40,7.5,0,118.47,3,0,19.79,90.0,3.12,25.04,3.36,3.45,99.6,0.66,40,0.1,0,1,50.0,7,0.53,0,9.1,0,294.9,43.0,0,1,0,0
1231,-0.012658940608559,8.911262892559967e-05,0.006540215665848,0.0111281620692386,0.0234780232375104,0.0308244319269785,0.0334041481883884,-0.0003090794402871,0.007037329249181,0.0096170455105909,-0.0017599667763824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.35,0.14,29.85,56.0,104.0,0.0,2.0,29.85,183.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,2.0,133.0,70.15,2367.84,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045367,2.12,96.19,0,331974,11.06,2153100,8.38,8555,1785877,3553,5138,1256077,42.83,17.9,663119,345,42.83,21.4,6930265,8588776,74.82,1147806,19.48,4.97,3.42,5.55,4843694,18.17,8.48,9.66,0,82566,52125,2316316,739250,-1674484,2131762,748052,163.02,2440686,53.92,7.78,8817321,3978881,1.05,2465,0,0,100,9,0,7,0,17.8,0,0,36.64,92.59,7.33,24.35,3.42,0.07,8.25,7.43,0,1.45,0,1,10.53,9,3.42,5,12.33,0,301.9,24.0,0,1,0,0
1232,-0.0106407316730937,-0.005941474432232,0.0030697209031322,0.0120726422431917,0.0421598629605235,0.05404768442282,0.0484158060310245,0.0194464890442381,0.0313343105065345,0.025702432114739,-0.0046804577861514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.5,0.1,31.0,4.0,31.0,0.0,5.0,31.0,160.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,43.0,69.0,475.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057038,5.01,268.02,0,2848348,13.81,0,9.28,-7000,1043342,1462,1571,1037164,74.3,30.19,-900391,8879,140.6,14.04,14992999,22796295,44.83,829844,19.95,17.27,4.21,4.21,1087388,9.32,21.79,9.47,0,9207,186008,244654,1618136,-260793,2937416,641760,359.62,1463030,26.9,7.58,17440979,5261300,1.12,0,18.18,0,100,24,54.55,5.45,0,7.8,0,14,10.38,96.1,32.8,67.89,2.55,0.03,6.54,9.58,54.55,2.07,0,3,0,7,7.0,0,24.6,0,444.6,23.0,1,0,0,0
1233,-0.0062126167580067,0.0001764450650289,0.0035449127041949,0.0182069845189472,0.0414848671541678,0.0535004889056879,0.0499807875683597,0.017065265877214,0.029080887628734,0.0255611862914058,-0.0019337838629676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.03,30.0,1.0,10.0,0.0,4.0,30.0,91.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,13.0,70.0,36.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245879,2.18,88.65,-1974,323696,45.65,25000,3.41,111271,203156,5627,-25165,259337,95.27,2.06,-91927,562,40.62,57.46,810867,3270335,30.75,1030345,18.11,8.34,2.22,2.22,1633830,-2.27,1.31,3.68,0,4997,202923,323911,64982,-40574,439104,119263,132.11,605331,38.19,3.01,1906194,799686,1.06,107,0,0,100,12,30,8.15,0,29.11,1,4,46.64,100,1.44,13.44,15.48,0.88,18.06,19.61,30,2.07,0,1,0,5,12.12,0,1.15,0,295.0,20.0,0,1,0,0
1234,-0.0176549175739454,-0.0147686417593521,0.0026687895114393,0.0092391126809118,0.029721404331289,0.0493127683704903,0.0438480064592771,0.0028273740764317,0.022418738115633,0.0169539762044198,-0.0032819518790035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.35,0.04,50.66,54.0,103.0,0.0,1.0,50.66,402.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,1.0,103.0,49.34,1787.86,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432739,0.73,126.15,0,1273440,12.8,0,6.69,54476,662967,5679,-20634,5041712,81.26,4.84,-1252562,6736,82.22,28.63,6569791,13241649,31.57,2019618,14.0,12.98,5.46,5.46,14909322,-1.91,3.88,11.24,0,56594,7190,2400131,615536,-149900,13810309,252048,419.03,1742625,18.65,9.67,9204945,7302069,0.97,20180,0,0,100,9,57.14,6.64,0,45.54,2,0,18.69,95.0,9.8,14.72,3.21,0,40.36,1.64,57.14,1.04,0,1,40.0,10,1.33,0,29.41,0,295.5,20.0,0,1,0,0
1235,-0.0107892329295124,0.0080449566684701,0.005187256125729,0.0272920080261973,0.0436966928432206,0.0530681786023733,0.0579143834864728,0.0056154518875107,0.0149869376466634,0.019833142530763,-0.0036797264177803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.02,18.75,10418.0,3.0,0.0,1.0,18.75,99.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,81.12,260255.18,42.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,134987,0.9,274.11,-10055,40104,38.9,0,24.76,1224679,3853,0,401139,8758,238.58,16.73,-497723,24,12.1,46.45,42078,2683003,0.42,17045,6.77,18.41,5.84,5.84,1012346,-0.92,11.15,89.59,0,107,0,54397,19456,358182,695434,3736,282.8,1115657,28.08,83.53,78579,3155036,2.26,0,0,0,100,19,28.57,0.0,0,57.03,0,0,38.54,97.87,2.0,48.12,126.3,0.0,43.05,0.99,28.57,3.03,0,1,33.33,7,0.71,0,3.5,0,29.67,19.0,0,1,0,0
1236,-0.0075165008050934,-0.0033939057080834,-0.0011279143025252,0.0083590780359086,0.0301900631748207,0.0356998437788169,0.0315753650833998,0.0143144843338186,0.0198242649378148,0.0156997862423977,-0.0020265245037755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,0.04,11.76,40.0,8.0,0.0,1.0,11.76,108.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,8.0,87.93,537.52,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,226805,0.96,71.02,0,89421,8791.18,520000,-0.7,80665,309837,31767,-44240,299407,12038.33,-2.68,79675,160,38.7,28.61,1168904,1538456,37.89,479868,0.0,4.16,1.41,1.41,2019660,1.05,-1.6,0.01,0,12282,21171,570956,-11492,-264127,410079,231409,127.18,586035,41.84,0.01,1637280,745312,0.9,-3437,0,0,100.0,13,66.67,6,0,19.89,0,0,48.08,97.22,0.01,13.08,8.89,0,11.63,9.06,66.67,3.15,0,1,14.29,6,5.27,0,0.0,0,145.63,18.0,0,1,0,0
1256,-0.0162321168730356,-0.0213848956631412,-0.0120743542345779,0.008648194306707,0.0361369866124792,0.0227294933446188,0.0295458577703331,0.0112566754327365,-0.0021508178351239,0.0046655465905904,-0.0007165010565576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.5,0.32,17.35,235.0,9.0,0.0,1.0,17.35,34.0,9.0,0.0,0.0,0.11,0.0,0.0,0.0,9.0,9.0,4.0,0.0,1.0,9.0,82.57,66080.61,2.78,0.0,0.08,3.83,2530.75,0.0,0.0,0.0,864088,3.77,171.39,0,557080,9.73,0,28.45,-100235,289387,19370,45381,300417,52.19,34.77,-414595,4156,123.13,45.95,1880717,9949548,22.08,608960,23.78,12.11,4.08,4.08,1998019,13.05,24.53,29.29,0,110265,4968,184967,990006,-205429,1976343,201691,222.22,701748,24.93,22.32,3479683,1559431,3.65,7131,37.5,0,100,11,25.0,6.38,0,6.56,2,0,10.19,100.0,13.98,54.47,2.59,4.35,4.92,3.37,25.0,1.37,0,1,0,8,2.53,0,3.76,0,89.96,3.0,0,1,0,0
1301,-0.0129555326984833,-0.0027369389229903,0.0036673373134792,0.0330554728565049,0.0435127328191395,0.0576554454891441,0.0336899121670377,-0.0024982727358486,0.0116444399341559,-0.0123210933879505,-0.0030334353551311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,0.06,61.49,2742.0,-929.0,15.0,-4.0,62.11,6366.0,-8055.0,1.0,0.0,0.01,0.03,0.0,1.0,-914.0,146.0,0.0,15.0,-4.0,-8265.0,37.85,217657.49,0.17,0.0,0.04,5.32,11589.35,2.0,0.63,0.0,31444453,1.85,210.46,0,14145110,25.24,1569776,9.2,66906732,15960352,590274,-8609003,16681271,76.25,3.35,-31720511,374256,46.07,15.64,156759121,613657336,9.82,11955069,17.09,12.6,2.49,2.49,313644663,-3.58,2.34,13.01,14396540,1068377,121923,78489256,17099215,-3915855,190229876,13115200,242.67,68255027,30.62,10.78,185813405,165635760,1.31,171071,20,0,100,3,20.0,6.8,0,79.14,0,24,27.2,76.19,30.21,14.93,0.0,0.03,57.75,0.0,20.0,0.13,1,0,0,7,0.0,0,0,0,0.0,55.0,0,1,0,0
1303,-0.0099959383456594,0.0034665841204429,0.0163400291024707,0.0413192689819464,0.0537789363099433,0.0770534007256176,0.02947447494436,0.0024637289823374,0.0257381933980117,-0.0218407323832458,0.0004874662405928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.08,75.71,1658.0,-947.0,16.0,-3.0,75.87,7931.0,-3894.0,0.0,0.0,0.0,0.0,0.0,1.0,-931.0,74.0,0.0,16.0,-3.0,-3966.0,24.12,98343.44,0.08,0.0,0.0,4.46,4389.27,0.0,0.16,0.0,41633569,1.65,136.21,0,55973617,18.62,4269309,7.76,26153994,52051383,2125992,-8108168,41156747,74.04,5.27,4399682,754444,34.73,14.49,233757221,570226030,26.14,18375808,11.66,5.69,3.34,3.34,375874531,5.41,3.3,11.13,0,0,216808,108238531,21220106,-32975767,212630726,19764074,174.2,119887338,39.02,9.84,273353806,208837816,1.15,-691986,20,0,100,2,20,8.0,0,101.12,1,18,23.51,96.67,27.66,18.25,0.0,0,66.29,0.0,20,0.1,1,0,16.67,6,0.0,0,0,0,0.0,52.0,0,1,0,0
1304,-0.0235593715971846,0.0002784871029441,-0.0165275709568702,-0.0037706467152037,0.0146448994463725,0.0106214266362592,-0.0227285405040877,-0.0051438254356083,-0.0091672982457216,-0.0425172653860686,0.0011097109965389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.51,36.85,10585.0,2681.0,37.0,1.0,38.59,1189.0,2681.0,0.0,0.0,0.14,0.0,0.0,3.0,2718.0,426.0,0.0,105.0,1.0,2718.0,61.34,175304.54,3.56,0.0,0.07,4.02,7055.24,15.0,1.74,0.0,10815721,1.28,184.49,-475606,9637007,3.96,7590000,13.72,-240195,7481916,279833,516772,4296228,49.33,14.11,-1879442,102809,85.14,20.88,39721391,26866044,24.17,3593290,20.22,6.91,4.42,4.42,48784962,8.26,8.34,14.19,0,362961,384402,15897047,6886592,-7040508,9497146,3406837,224.65,12703826,36.99,11.32,50201273,28539554,1.08,-186167,33.33,0,100,9,22.22,9.0,0,96.68,2,0,18.63,88.89,25.89,24.42,2.07,0.01,61.7,2.14,22.22,1.01,0,5,0,7,1.35,0,3.0,0,1040.9,47.0,0,1,0,0
1305,-0.0198476428950672,0.0104492223647575,-0.000121564846791,-0.032992746244641,0.0105637640123197,0.0095980557426217,0.0031231453681359,0.0237088673618936,0.0227431590921956,0.0162682487177098,0.0027862089954622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,1.61,23.93,14367.0,1056.0,-371.0,9.0,29.06,553.0,15298.0,2.0,0.0,0.26,0.03,0.0,-1.0,685.0,366.0,523.0,-371.0,9.0,14891.0,70.81,310318.58,10.38,0.0,0.13,2.55,7905.38,0.0,5.13,0.0,2088324,1.45,207.33,0,777101,6.58,50000,15.61,95515,1904167,0,82647,1207129,60.95,19.71,-765171,3882,94.04,24.46,10373858,14083546,30.2,1215162,17.25,8.12,7.07,9.04,8019040,12.67,14.29,15.77,0,68776,147189,1369264,2144128,-1194306,4063848,893771,264.55,2220603,25.84,13.05,13733148,5874585,1.1,-5093,22.22,0,100,3,22.22,10.44,0,67.04,1,5,22.08,98.15,17.03,24.97,7.58,0,51.62,10.1,22.22,1.01,0,5,0,6,7.49,0,0,0,1040.9,46.0,0,1,0,0
