,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Renewable energy usage rate of listed companies,Greenhouse gas emission intensity,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
1229,0.0223426848541734,0.0037256824674847,-0.0078285290743621,0.0649052993801853,0.0327428514362354,0.0311468767232287,0.0390540352127375,-0.0098197630897765,-0.0114157378027832,-0.0035085793132744,0.0042081284990289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,45.5,0.6,32.2,1227.0,-501.0,17.0,-1.0,32.51,1281.0,-501.0,0.0,19.0,0.0,0.0,1.0,1.0,-483.0,11.0,0.0,17.0,-1.0,-483.0,67.47,55626.05,0.38,3.0,0.02,0.9,498.69,0.0,0.3,0.01,381328,1.93,46.64,-184763,2258955,12.0,1400000,21.72,6571827,1331676,99359,1389133,1329508,62.05,10.41,754076,7266,2.95,31.74,3726058,64074900,5.66,546498,1.61,7.74,3.4,5.4,50644159,21.62,8.09,62.77,0,22678,57728,1779003,1185687,-669019,13134510,1241727,85.84,12930950,23.82,61.76,5458243,11100045,0.4,-13117,40,0,100,0,30,6.6,0,97.07,3,3,19.79,92.86,4.07,25.04,2.69,3.45,73.94,0.49,30,0.1,0,1,40.0,7,0.39,0,9.0,0,276.3,44.0,0,1,0,0
1231,-0.1024219393141973,-0.1423781261948242,-0.1733441783381586,-0.1135362879920251,-0.0633106606846355,-0.0262690597551356,-0.0029388665856795,-0.0521963120068076,-0.0151547110773077,0.0081754820921483,0.0127179698441572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.71,17.06,857.0,-296.0,0.0,-1.0,17.06,183.0,-296.0,67.0,0.0,0.01,0.85,0.0,0.0,-296.0,5.0,627.0,0.0,-1.0,-296.0,82.04,55287.9,1.87,0.0,0.9,0.58,322.57,5.0,0.0,0.0,301083,2.88,64.68,0,441344,13.28,1239671,8.53,4715,1615977,3658,-4138,1406142,37.18,8.29,86637,156,8.36,22.74,3500518,11806130,73.41,643816,19.09,5.33,2.48,4.04,4981603,5.94,3.79,9.37,0,43538,43542,1379708,386426,-277512,1998785,733481,114.3,3600122,54.75,7.58,4530760,4114760,0.5,-838,0,0,100,10,0,6,0,12.81,0,0,35.83,100.0,7.65,24.37,2.98,0.07,5.8,6.21,0,2.74,0,1,10.53,8,3.08,20,14.65,0,283.65,25.0,0,1,0,0
1232,0.0593011350840846,0.0067127009539535,0.0243272094393802,0.0553021896549498,0.0037768034878292,0.0205034391433945,0.0456830086933227,0.0077757489169639,0.0245023845725292,0.0496819541224574,0.0014635723541428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,156.5,1.38,25.1,103.0,-192.0,4.0,-1.0,25.38,160.0,-192.0,0.0,0.0,0.0,0.0,0.0,1.0,-188.0,0.0,0.0,4.0,-1.0,-188.0,74.59,16407.39,0.26,0.0,0.03,0.0,0.0,0.0,0.28,0.0,-1767537,6.07,84.94,0,1236800,13.7,0,9.51,-6585,841924,1047,415,3473921,77.3,17.04,313907,2632,-71.77,13.85,8408160,26395710,97.34,423840,20.81,20.71,3.64,3.64,1168833,7.95,11.48,10.0,0,5346,173380,230060,928472,-157918,2734538,393803,241.9,2462944,37.79,7.92,9760472,5957877,0.53,0,9.09,0,100,6,63.64,7.09,0,0.47,0,9,10.75,97.73,31.62,67.33,2.05,0.03,0.29,8.45,63.64,2.07,0,3,0,8,5.98,0,23.72,0,419.1,24.0,1,0,0,0
1233,0.0180678668289111,0.0195670646687168,0.0193820519106183,0.0536107349827768,0.0295079341355429,0.0476228183139647,0.040453566421153,-0.0060349340183227,0.0120799501600991,0.0049106982672873,0.0045835498758383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0646,34.2,0.04,4.55,0.0,1.0,0.0,1.0,4.55,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,95.44,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,49487,2.23,83.26,-1974,269631,53.2,15000,-0.59,75609,147305,4344,-23708,251657,144.94,-1.54,-127631,188,9.67,56.56,371451,3175215,28.0,488729,0.0,9.76,2.28,2.28,1562192,-4.28,-0.96,0.04,0,2928,210730,320254,-5048,24580,395594,91507,135.73,511600,36.86,0.14,855132,694398,0.38,-501,0,0,100,11,30,8.4,0,23.5,1,3,47.03,98,1.08,13.44,15.64,0.88,14.84,18.99,30,2.07,0,1,0,5,12.01,0,0.97,0,277.26,21.0,0,1,0,0
1234,0.0141764013996446,0.0056114647997737,0.0054392206422832,0.0497157600129937,0.0314806538876019,0.0383195487942951,0.0439071520281984,-0.0040587047257471,0.002780190180946,0.0083677934148493,0.0058930287201461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.16,34.1,0.2,28.02,51.0,264.0,36.0,1.0,30.68,402.0,264.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,0.0,36.0,1.0,300.0,69.3,1739.08,0.05,0.0,0.02,0.0,0.0,0.0,2.65,0.0,250086,0.78,127.93,0,1503649,13.15,0,4.92,52302,846809,4672,-2174,5320731,85.74,1.59,89549,5386,12.42,25.64,3258166,14306608,33.6,908122,22.39,11.61,5.06,5.06,14723764,-0.36,1.29,8.58,0,26579,9433,2400431,215561,-106246,14102085,418729,399.81,2012887,19.38,6.66,4381849,8047791,0.36,-3180,0,0,100,2,57.14,8.36,0,45.29,2,0,18.76,96.3,9.53,14.7,3.04,0,36.51,1.54,57.14,1.04,0,1,33.33,10,1.23,0,28.6,0,280.0,21.0,0,1,0,0
1235,-0.0008124846176724,-0.0115218655983796,-0.0064967306474096,0.0847241100842383,0.016193276300639,0.0219354573195125,0.0266172822662879,-0.0693433184012717,-0.0636011373823982,-0.0589193124356227,0.00333097021909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268,30.45,0.03,27.78,10096.0,4.0,0.0,1.0,27.78,104.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,72.22,306205.62,38.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16360,0.94,545.64,-10055,8018,47.98,409240,-147.48,1829858,3481,0,833913,7291,127.19,24.09,-233017,28,-2.58,-37.1,10459,3445101,0.3,8421,0.0,4.16,4.55,4.55,1190365,2.19,17.96,-302.82,0,1,0,463630,-11251,217291,733693,3435,560.31,634173,23.14,-444.07,7629,3553316,0.85,0,0,0,0,3,28.57,3.86,0,27.79,0,0,39.93,98.98,2.4,48.12,167.18,0.0,21.36,0.78,28.57,2.89,0,1,33.33,14,0.6,0,3.5,0,28.04,20.0,0,1,0,0
1236,-0.1009764311785374,-0.1235865355150166,-0.2230166946161251,-0.1608787348338778,-0.1945199442921865,-0.1317902769750414,-0.1201951321455589,-0.1346176406368461,-0.071887973319701,-0.0602928284902186,-0.0036617830618523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,5.31,16.9,2.21,9.85,309.0,154.0,0.0,1.0,9.85,108.0,154.0,1.0,0.0,0.01,0.05,0.0,0.0,154.0,4.0,9.0,0.0,1.0,154.0,89.99,5049.31,1.14,0.0,0.16,1.29,65.36,4.0,0.0,0.0,60491,1.09,66.67,0,70031,70.77,540000,-3.12,60315,205201,27105,-20350,233117,-198.02,-2.07,530,41,14.27,26.12,607827,1700969,28.21,240545,0.0,6.39,1.27,1.27,2014099,0.56,-1.23,-1.75,0,7195,25395,595529,-25637,-85591,376016,114872,131.85,423919,39.62,-1.51,822735,558947,0.42,5180,0,0,0.0,9,66.67,6,0,26.07,0,0,43.18,98.33,0.0,13.19,7.9,0,15.74,6.51,66.67,0.0,0,1,14.29,10,4.01,0,0.0,0,138.59,19.0,0,1,0,0
1256,-0.0069740734955498,-0.0199780383837042,-0.0223322230062794,0.036350088565122,0.0166719307055142,0.0178903770971985,0.0360838767130005,-0.0266522313551576,-0.0254337849634733,-0.0072402853476712,0.0073924333276589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,425.0,0.52,16.25,186.0,8.0,0.0,1.0,16.25,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,8.0,83.73,78106.52,2.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,437363,5.68,112.1,0,545165,11.02,0,27.0,-141022,513605,45819,-41755,418368,62.08,14.73,-89186,8856,35.09,41.84,1344192,14924322,35.08,343160,32.71,11.51,2.72,2.72,2245039,26.12,10.26,27.92,0,59989,4213,192222,623976,-355624,2005407,389291,148.48,1246387,35.13,18.79,2311328,1850638,0.65,-4468,37.5,0,100,12,25.0,7.5,0,12.97,3,0,8.78,100.0,5.5,54.32,1.83,4.35,8.42,2.08,25.0,0.54,0,1,0,8,1.74,0,2.53,0,83.81,4.0,0,1,0,0
1301,0.0137229289018824,-0.0080608360541492,0.0010789937997924,0.0712085138352499,0.0128398701011114,0.011986631834614,0.0371472989976154,-0.0446457148322561,-0.0454989530987535,-0.0203382859357521,-0.000868586706645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6205.4,93.4,0.28,56.06,1936.0,4081.0,207.0,1.0,57.47,6366.0,4081.0,2.0,117.0,0.0,0.01,20.0,2.0,4308.0,78.0,0.0,383.0,2.0,4459.0,42.44,181491.09,0.12,2.0,0.09,4.03,7312.14,5.0,1.35,0.07,20913544,1.83,195.68,0,12393808,9.79,2601601,23.67,72783863,21813897,621852,5877131,20481241,73.15,11.89,-9522320,119030,26.02,29.25,93573808,655671220,11.8,7379964,17.48,14.0,2.33,2.33,330033715,9.69,8.28,32.24,14353050,705414,125534,74591417,31301074,-12856002,210145634,12235486,228.01,80374261,30.19,26.61,132254846,183259780,0.54,-286524,20,0,100,5,26.67,6.7,0,62.52,1,15,27.73,91.43,110.56,14.93,0.31,0.03,43.64,0.21,26.67,0.13,0,4,0,7,0.16,0,0,0,851.55,56.0,0,1,0,0
1303,0.0212071440642084,-0.006594809055829,0.0095152169680279,0.0728175265656096,0.0175658717420266,0.0160367996333907,0.0296351726868274,-0.0340445107593746,-0.0355735828680104,-0.0219752098145737,0.0058836231624567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,77.9,0.19,50.17,3230.0,-18.0,199.0,-1.0,52.91,7931.0,-18.0,11.0,1533.0,0.0,0.09,24.0,1.0,205.0,96.0,0.0,199.0,2.0,1499.0,46.99,251508.47,0.16,6.0,0.1,2.97,7475.17,22.0,2.64,0.1,25552590,1.8,133.15,0,66091912,8.65,441738,20.25,26090281,63924712,2027062,-103644,48118764,73.17,11.39,1795633,422302,18.0,25.73,143860874,659844307,29.58,10603775,16.88,6.68,2.88,2.88,388771967,14.87,6.89,26.07,0,0,198933,110269685,39229398,-15897051,234296659,21612100,170.63,141972389,39.97,21.67,193698672,242244120,0.53,-1332877,20,0,100,4,20,8.33,0,50.62,1,7,23.45,97.78,90.11,18.25,0.21,0,30.38,0.2,20,0.1,0,4,15.79,6,0.13,0,0,0,851.55,53.0,0,1,0,0
1304,0.0906959050139872,0.0319835134928127,0.0465811710985918,0.1527465905524102,0.0405591380027453,0.0215675260383462,0.0700154693188899,-0.0214915475356776,-0.0404831595000767,0.0079647837804669,0.0089408844189163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,28.1,2.2,35.04,12999.0,2329.0,-175.0,6.0,35.65,1189.0,26459.0,36.0,0.0,0.22,0.18,0.0,-8.0,2154.0,645.0,0.0,-1503.0,6.0,22692.0,64.08,373735.55,4.37,0.0,0.26,4.96,18544.46,0.0,0.61,0.0,3869095,1.93,153.58,-475606,10076508,3.85,4420000,18.74,187105,8693080,278126,-79278,6038762,50.38,10.33,-1522539,40032,23.18,25.77,25193506,44103107,28.4,2386115,21.09,8.39,2.7,2.7,49406394,14.47,6.51,19.69,0,216439,378510,13686267,6361315,-1761403,10862854,4017891,196.76,16687970,36.93,15.54,33940936,32835816,0.46,-145652,33.33,0,100,7,33.33,6.67,0,45.71,2,0,19.98,97.78,59.33,24.42,1.36,0.01,28.83,1.76,33.33,1.01,0,5,0,5,1.15,0,3.0,0,977.55,48.0,0,1,0,0
1305,0.0788252617873621,0.0633060216860248,0.0729643341147277,0.1596503959427574,0.0561430229248581,0.0444260524180329,0.0957705261116669,-0.0246821112305372,-0.0363990817373624,0.0149453919562715,0.0080032843117499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,29.0,2.86,33.98,11537.0,853.0,-50.0,1.0,34.37,553.0,853.0,9.0,0.0,0.15,0.08,0.0,-1.0,803.0,210.0,0.0,-50.0,1.0,803.0,65.46,339410.46,8.34,0.0,0.17,1.82,6178.05,44.0,0.39,0.0,884424,2.07,130.16,0,1016852,5.64,50000,20.26,136219,2263727,0,40924,2022665,58.84,14.46,260841,1573,23.16,29.13,6771516,20945471,39.92,846975,20.32,9.17,4.76,6.08,8556208,27.21,10.22,19.44,0,37583,129842,1322774,1936082,-903463,4164456,1053712,191.79,3818288,32.38,15.49,9554573,7323226,0.17,-2051,22.22,0,100,14,22.22,7.0,0,9.76,1,0,18.56,97.78,26.48,24.97,4.83,0,6.6,8.26,22.22,1.01,0,5,0,5,5.76,0,0,0,977.55,47.0,0,1,0,0
1307,0.0071256994967802,-0.0025691060820377,0.0069903167280772,0.0611770250972788,-0.0001358202812104,0.0035234772835284,0.0337457187825474,-0.0541871458817091,-0.0505278483169702,-0.0203056068179512,0.002656299874956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.98,19.9,0.28,28.2,884.0,-34.0,39.0,-5.0,30.62,398.0,-639.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,39.0,1.0,5.0,69.29,17401.81,0.89,0.0,0.09,0.11,19.69,1.0,2.42,0.0,-193346,1.2,105.65,0,3575680,15.28,1877500,8.79,-624233,1147954,68992,-110405,2372258,171.57,1.9,-1378,5669,-4.28,23.11,3524228,9368614,45.0,655993,19.57,7.88,2.12,2.12,6723404,3.58,0.97,7.03,0,154659,5176,3030537,402972,-1363070,4326706,622654,191.42,4517863,49.11,5.66,4583193,8648088,0.51,-70402,0,0,100,13,71.43,8.71,0,2.37,1,17,36.95,96.83,4.83,28.53,1.67,0.0,1.2,1.83,71.43,3.22,0,1,0,9,0.95,0,2.0,0,140.2,35.0,1,0,0,0
1308,0.042979993620956,0.0335826075900767,0.0965925805631508,0.1943959027665999,0.1034816675126558,0.1047722381753554,0.113517247502543,-0.047934241632988,-0.0466436709702884,-0.0378986616431008,-0.0015837948977325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,24.75,3.5,33.03,8427.0,3098.0,-133.0,4.0,33.62,582.0,11439.0,15.0,0.0,0.18,0.12,0.0,-1.0,2964.0,255.0,0.0,-133.0,1.0,2964.0,66.15,207862.91,5.79,0.0,0.23,3.03,6289.91,0.0,0.59,0.0,1433813,1.35,139.87,0,575127,8.84,1500000,32.2,2506358,953163,0,1504872,381625,57.44,21.93,-1280985,2758,69.96,35.35,2707737,20373535,8.84,131969,15.17,9.88,3.43,4.0,15445079,23.9,16.68,41.6,0,3115,16489,1729620,1348574,-179384,6731737,334114,167.19,2049393,20.03,35.29,4188280,3426338,0.39,-3961,11.11,0,100,20,33.33,6.0,0,79.65,1,18,6.99,100.0,37.7,39.86,10.22,0,63.7,6.32,33.33,1.01,0,5,0,5,5.15,0,0,0,977.55,34.0,0,1,0,0
1309,0.0893623103354115,0.0828242659069371,0.098155224041369,0.1629242673637927,0.081156869836204,0.0739248675610234,0.1192105974199909,0.0075949128078228,0.0003629105326422,0.0456486403916097,0.0104512457381165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.702,34.75,4.2,28.02,19569.0,-521.0,-95.0,-3.0,32.65,344.0,-2387.0,8.0,0.0,1.41,0.09,0.0,-5.0,-616.0,1217.0,0.0,-681.0,-3.0,-2571.0,67.15,692411.88,22.74,0.0,0.2,6.22,43061.23,0.0,4.63,0.0,285305,1.98,256.29,0,2657049,4.73,300000,12.42,405874,2373079,4537,209888,1080479,40.94,17.78,-1325,20963,12.36,17.56,8329979,15008472,45.46,519265,22.17,8.8,4.59,6.88,3516107,31.47,12.49,13.11,0,10148,40662,721902,1254844,-63570,3747491,1429491,308.07,2308025,28.51,10.2,10104088,7110315,0.34,-21867,11.11,0,100,8,44.44,8.44,0,17.25,0,0,12.12,98.15,23.53,41.19,4.71,0,12.33,12.76,44.44,1.01,0,5,0,6,9.1,0,0,0,977.55,34.0,0,1,0,0
1310,0.0851284983548541,0.0696613693808594,0.1065607879522209,0.2022806364527018,0.1077960797656595,0.0994096384859685,0.1287012155532097,-0.0093560583321881,-0.0177424996118791,0.011549077455362,0.0054771422070263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957,16.85,1.53,26.47,8453.0,-1662.0,-170.0,-5.0,27.62,528.0,-10850.0,1.0,0.0,0.18,0.01,0.0,-5.0,-1832.0,235.0,0.0,-912.0,-5.0,-11762.0,72.29,143774.54,6.41,0.0,0.09,2.78,3997.04,0.0,1.16,0.0,385344,1.44,174.63,0,1026458,11.68,72877,6.54,230176,1099091,8307,127348,485804,75.7,7.93,1461,1971,28.77,8.82,5077212,11401970,19.57,126546,0.0,11.27,2.31,2.31,6691882,18.16,6.57,8.3,0,1241,2599,310572,364332,-152943,2329335,1005827,228.34,1339276,16.92,8.79,5568090,3058060,0.65,-426,9.09,0,100,7,36.36,12.0,0,32.32,1,0,21.17,100.0,0.05,4.53,1.2,0.02,26.85,1.91,36.36,-1.02,0,1,0,8,1.51,0,0.05,0,140.58,33.0,0,0,0,1
1312,0.0896727363475045,0.0113463025512473,0.0316322423981929,0.1199900013362866,0.0748483278005646,0.09321695132767,0.1244432453637942,0.0445310628117826,0.0628996863388879,0.0941259803750121,0.0041533075989361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.21,24.05,3.61,24.81,35049.0,-3692.0,-1134.0,-3.0,29.21,907.0,-6469.0,44.0,0.0,0.25,0.14,0.0,-1.0,-4826.0,564.0,0.0,-1134.0,-2.0,-7129.0,70.43,858388.56,15.46,0.0,0.36,1.61,13812.98,83.0,4.4,0.0,3093335,0.85,285.61,-54180,6199755,3.14,0,17.33,369469,2684919,966038,614605,1626530,30.83,12.91,-885722,57871,95.45,24.94,8382030,27153269,12.23,850258,18.74,8.5,0.33,0.33,27187072,33.62,11.12,40.45,0,17809,483355,2254876,1934808,-1115294,22282287,1654494,418.49,3240757,13.49,32.87,11167096,13562101,0.31,-128225,28.57,0,100,9,57.14,7.71,0,47.62,2,0,24.36,96.43,67.18,5.38,0.67,0,41.2,0.38,57.14,1.03,0,1,0,8,0.31,0,134.36,0,150,32.0,0,1,0,0
1313,0.0912120765821766,0.0800666553794159,0.1077839096116126,0.2147193125096825,0.1184185795435717,0.0926401500835907,0.1382885012678584,-0.0050886563839341,-0.0308670858439151,0.0147812653403525,0.0162139717611656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,2.18,34.18,23162.0,5686.0,-204.0,1.0,35.26,1332.0,5686.0,135.0,0.0,0.13,0.69,0.0,-1.0,5482.0,420.0,0.0,-204.0,1.0,5482.0,63.92,489769.75,6.95,0.0,0.82,1.81,8881.07,0.0,1.09,0.0,-1073324,1.35,90.29,-454093,3262269,6.03,5494379,7.18,4887523,4909098,13564,723197,10110439,61.09,12.16,1709700,13861,-9.4,10.76,33748271,36239838,55.99,1351921,20.37,17.01,3.57,3.57,27808845,20.83,6.65,8.05,0,0,32008,12179537,2715626,-767831,7691781,3199699,198.06,11419704,46.8,6.41,37815818,22617567,0.75,-230142,60,0,100,3,20,7.2,0,36.42,3,0,15.83,100.0,32,32.76,0.34,0.49,19.38,0.93,20,1.47,1,1,20.0,7,0.52,0,10,0,277.03,31.0,0,1,0,0
